User ID,Movie ID,Rating
2,958,4.0
2,1289,3.5
2,144,2.0
2,283,1.5
2,1003,3.0
2,209,2.0
2,1483,3.5
2,849,3.0
2,204,3.5
2,445,4.5
2,685,4.0
2,10,3.0
2,20,3.5
2,241,2.5
2,613,2.5
2,774,0.5
2,1295,3.5
2,1015,2.0
2,772,4.0
2,114,3.0
2,706,2.5
2,763,1.5
2,463,3.0
2,1106,3.0
2,1159,3.0
2,212,2.5
2,848,3.0
2,1393,5.0
2,1128,2.5
2,728,4.0
2,1126,3.0
2,850,3.5
2,844,2.0
2,1351,1.5
2,769,3.0
2,805,4.0
2,892,2.5
2,1305,3.0
2,31,1.0
2,410,3.5
2,1244,3.0
2,314,4.5
2,409,3.5
2,569,3.5
2,395,2.5
2,1455,3.0
2,729,2.5
2,1045,2.5
2,834,2.0
2,856,3.0
2,1408,3.0
2,1378,2.5
2,1174,4.5
2,316,1.0
2,559,3.5
2,252,4.0
2,351,3.5
2,1294,2.0
2,1452,2.5
2,1219,3.0
2,730,1.5
2,626,3.0
2,182,4.0
2,233,1.0
2,1413,2.0
2,271,3.5
2,552,3.0
2,38,3.0
2,234,1.5
2,1075,2.5
2,1194,3.0
2,1162,3.5
2,1288,2.0
2,1119,3.0
2,650,4.5
2,927,3.5
2,956,3.0
2,163,3.0
2,957,2.0
2,858,1.0
2,389,1.5
2,96,3.5
2,278,3.0
2,936,3.5
2,749,4.5
2,594,3.5
2,1090,3.5
2,1187,4.0
2,1109,3.5
2,582,4.5
2,1499,2.0
2,734,0.5
2,1400,2.5
2,1239,3.0
2,821,4.0
2,903,3.0
2,123,2.0
2,761,2.5
2,1429,2.5
2,427,3.0
2,680,3.5
2,376,3.0
2,459,3.5
2,1369,3.0
2,803,3.0
2,360,1.0
2,355,2.5
2,50,2.5
2,285,3.5
2,690,3.0
2,1278,2.0
2,556,3.5
2,1422,3.0
2,1491,3.0
2,250,2.0
2,731,2.0
2,846,2.5
2,473,3.0
2,1395,3.5
2,1008,2.5
2,8,3.0
2,628,3.0
2,1405,3.0
2,817,3.5
2,1127,2.5
2,884,2.5
2,975,3.0
2,1026,2.0
2,302,3.0
2,1482,3.5
2,225,3.5
2,1012,3.0
2,919,2.0
2,436,1.5
2,1267,2.0
2,893,3.0
2,1200,2.0
2,869,2.5
3,1115,3.0
3,1118,5.0
3,868,1.0
3,401,5.0
3,60,5.0
3,169,4.0
3,700,4.0
3,1173,5.0
3,994,5.0
3,764,4.0
3,435,4.0
3,1133,5.0
3,1104,4.0
3,67,4.0
3,1057,5.0
3,693,5.0
3,1361,5.0
3,1495,4.0
3,897,4.0
3,1156,2.0
3,143,4.0
3,954,5.0
3,804,5.0
3,155,4.0
3,968,3.0
3,1423,4.0
3,702,5.0
3,1265,4.5
3,1438,5.0
3,1096,4.5
3,926,5.0
3,918,3.0
3,1218,5.0
3,1238,4.0
3,180,4.0
3,877,4.0
3,906,5.0
3,865,5.0
3,101,4.0
3,1065,5.0
3,688,5.0
3,625,5.0
3,33,4.0
3,339,5.0
3,46,5.0
3,806,4.0
3,720,4.0
3,608,3.0
3,958,5.0
3,1003,5.0
3,275,5.0
3,849,3.5
3,204,4.0
3,445,5.0
3,685,4.5
3,20,4.0
3,1015,5.0
3,921,5.0
3,728,4.0
3,814,4.0
3,805,5.0
3,409,5.0
3,1378,3.5
3,1174,5.0
3,1264,4.0
3,351,5.0
3,421,4.5
3,78,5.0
3,182,4.0
3,484,5.0
3,1181,3.5
3,650,5.0
3,291,5.0
3,1239,5.0
3,903,3.0
3,123,5.0
3,147,2.5
3,1441,4.5
3,30,4.0
3,1278,2.0
3,1422,3.0
3,1299,4.0
3,225,4.5
3,1012,4.0
3,1267,4.0
3,1286,3.0
3,138,4.0
3,178,4.0
3,328,5.0
3,514,2.0
4,897,4.5
4,954,4.0
4,804,3.0
4,236,4.0
4,1397,3.0
4,231,4.0
4,1062,4.0
4,850,3.5
4,805,4.0
4,1294,4.5
4,650,3.0
4,1024,3.0
4,1212,4.0
4,1239,3.5
4,123,4.5
4,731,3.0
4,1405,2.0
4,302,5.0
4,225,4.5
4,1047,4.5
4,228,4.5
4,167,4.0
4,1058,4.5
4,25,3.0
4,960,4.5
4,137,4.0
4,310,5.0
4,676,2.5
4,1280,4.0
4,750,4.0
4,1417,4.5
4,1198,2.0
4,674,3.5
4,80,5.0
4,1403,3.0
4,11,4.0
4,1177,4.0
4,609,4.5
4,36,4.0
4,1360,3.5
4,332,4.0
4,647,5.0
4,4,3.0
4,127,3.0
4,1210,3.0
4,751,4.5
4,226,5.0
4,49,4.0
4,309,5.0
4,338,1.0
4,1196,4.0
4,91,4.5
4,126,4.5
4,222,3.0
4,408,3.5
4,1117,4.0
4,519,4.5
4,666,4.5
4,150,3.0
4,415,4.5
4,1316,5.0
4,737,3.0
4,320,2.0
4,660,4.0
4,94,4.0
4,267,4.0
5,1361,4.0
5,954,5.0
5,180,5.0
5,1371,5.0
5,81,3.5
5,685,5.0
5,114,5.0
5,834,5.0
5,182,4.0
5,271,5.0
5,956,4.5
5,581,4.5
5,800,4.0
5,1441,4.0
5,459,5.0
5,1369,5.0
5,690,4.0
5,659,5.0
5,328,4.0
5,381,4.0
5,1170,5.0
5,955,4.5
5,119,3.5
5,310,2.0
5,1280,5.0
5,1486,4.0
5,1370,5.0
5,543,5.0
5,1284,4.5
5,420,3.5
5,375,3.5
5,1401,4.0
5,787,5.0
5,434,5.0
5,1085,4.0
5,889,3.5
5,1358,5.0
5,419,5.0
5,181,3.5
5,882,3.5
5,1107,5.0
5,15,4.0
5,338,5.0
5,1290,5.0
5,802,4.0
5,398,4.5
5,1281,5.0
5,449,4.0
5,511,5.0
5,1342,2.0
5,678,3.0
5,433,5.0
5,949,3.5
5,833,3.0
5,222,5.0
5,243,5.0
5,1366,5.0
5,1307,5.0
5,71,4.0
5,1282,5.0
5,452,5.0
5,475,5.0
5,1291,5.0
5,1178,5.0
6,1173,4.5
6,1022,5.0
6,63,5.0
6,804,3.5
6,627,5.0
6,662,1.5
6,1153,5.0
6,184,0.5
6,466,5.0
6,1285,5.0
6,806,3.5
6,231,0.5
6,1004,0.5
6,679,5.0
6,144,1.0
6,1483,0.5
6,849,0.5
6,341,4.5
6,808,4.5
6,1375,5.0
6,728,4.5
6,1006,5.0
6,573,4.0
6,502,2.0
6,805,3.5
6,409,4.5
6,729,4.0
6,1174,4.5
6,140,5.0
6,182,0.5
6,484,5.0
6,901,4.0
6,1181,4.5
6,1322,4.0
6,605,4.5
6,957,4.5
6,1135,5.0
6,874,0.5
6,107,0.5
6,1187,5.0
6,659,4.5
7,63,3.5
7,918,2.0
7,180,5.0
7,877,3.0
7,806,3.5
7,231,4.0
7,1015,4.0
7,1128,3.5
7,921,4.0
7,728,3.5
7,573,4.0
7,805,4.0
7,409,4.5
7,834,4.5
7,1162,4.0
7,1187,3.5
7,1405,4.5
7,795,4.0
7,817,4.5
7,636,4.0
7,981,4.0
7,328,4.5
7,1030,4.5
7,597,4.5
7,183,4.0
7,310,4.5
7,676,4.0
7,1280,4.0
7,655,4.0
7,1234,4.0
7,1177,4.5
7,486,3.5
7,647,5.0
7,991,3.5
7,104,4.0
7,309,4.5
7,670,4.0
7,584,4.0
7,349,4.0
7,1471,4.0
8,1173,4.5
8,902,1.5
8,1361,4.0
8,897,4.0
8,567,3.0
8,560,4.0
8,1229,4.0
8,954,3.0
8,1098,5.0
8,804,5.0
8,134,4.0
8,202,4.5
8,1306,3.0
8,1438,4.5
8,627,4.0
8,1218,2.0
8,42,1.0
8,180,4.0
8,785,3.5
8,877,0.5
8,512,3.0
8,1065,4.0
8,184,4.0
8,1082,3.5
8,553,4.0
8,406,5.0
8,806,5.0
8,483,4.0
8,231,4.0
8,603,3.5
8,1062,4.0
8,958,5.0
8,1003,2.5
8,275,4.0
8,1483,3.5
8,445,3.5
8,20,4.5
8,1015,3.5
8,1136,3.5
8,1128,3.5
8,728,5.0
8,391,3.5
8,844,5.0
8,769,3.0
8,149,5.0
8,805,5.0
8,1305,4.0
8,314,2.5
8,729,5.0
8,1174,4.5
8,1116,4.5
8,559,4.0
8,924,3.5
8,1264,4.5
8,1294,4.0
8,421,4.5
8,182,3.5
8,552,5.0
8,1162,4.0
8,620,5.0
8,1288,4.5
8,1181,4.0
8,1119,3.5
8,650,3.5
8,738,0.5
8,605,2.5
8,776,4.5
8,284,4.0
8,240,5.0
8,780,3.5
8,1187,4.5
8,582,3.5
8,1239,4.0
8,761,3.5
8,1441,4.0
8,30,4.5
8,1039,3.5
8,285,4.0
8,690,2.5
8,556,4.0
8,912,4.5
9,1023,3.0
9,1272,4.0
9,169,4.5
9,1173,5.0
9,435,2.5
9,37,4.0
9,492,3.0
9,974,4.0
9,1361,3.5
9,565,5.0
9,909,4.0
9,469,4.0
9,722,3.5
9,359,4.5
9,897,4.0
9,156,2.5
9,954,4.5
9,942,4.0
9,63,4.0
9,1409,4.0
9,724,4.0
9,134,4.5
9,516,2.5
9,619,3.5
9,968,2.5
9,627,4.0
9,983,4.0
9,462,4.0
9,180,3.5
9,306,2.5
9,877,4.0
9,962,3.5
9,1371,3.5
9,312,2.5
9,1381,3.0
9,1044,3.0
9,1082,4.5
9,1285,3.0
9,1237,2.5
9,40,3.5
9,483,2.5
9,231,4.0
9,1004,5.0
9,783,4.5
9,368,3.5
9,1003,4.0
9,831,4.5
9,275,2.5
9,1213,3.5
9,204,4.0
9,20,4.5
9,808,3.0
9,1138,3.5
9,1128,4.5
9,1247,3.5
9,921,3.5
9,669,3.5
9,1101,3.5
9,1006,3.0
9,517,3.5
9,14,4.0
9,116,4.0
9,573,2.5
9,149,3.0
9,502,3.5
9,606,3.0
9,892,4.0
9,1305,4.0
9,1356,4.5
9,369,4.0
9,410,3.5
9,515,3.5
9,1140,4.0
9,409,4.0
9,1283,3.5
9,759,4.0
9,354,3.5
9,268,4.5
9,1227,4.5
9,924,2.5
9,1294,4.0
9,947,4.0
9,140,3.5
9,626,3.5
9,271,4.0
9,1458,4.0
9,901,4.0
9,1162,4.0
9,1322,4.0
9,1119,4.0
9,1059,4.5
9,446,4.5
9,12,2.5
9,957,4.0
9,689,4.5
9,247,2.5
9,874,4.5
9,23,3.5
9,780,3.0
9,107,4.0
9,641,3.0
9,863,3.0
9,581,3.5
9,582,3.0
9,734,2.0
9,1400,4.0
9,903,4.0
9,387,3.5
9,680,3.5
9,1148,3.5
9,1192,2.5
9,575,4.0
9,719,3.5
9,285,4.0
9,394,3.0
9,1042,3.0
9,1120,3.0
9,331,2.0
9,847,3.5
9,1405,4.0
9,1299,4.0
9,659,3.0
9,795,3.5
9,817,4.0
9,1416,4.5
9,190,4.5
9,225,3.5
9,760,2.5
9,261,4.0
9,335,2.5
9,1487,3.0
9,919,3.0
9,793,4.0
9,110,3.5
9,1132,3.0
9,937,3.0
9,1253,3.5
9,289,3.5
9,636,4.0
9,1129,4.5
9,154,3.0
9,178,1.0
9,328,4.5
9,791,3.0
9,246,3.5
9,1030,3.0
9,448,4.0
9,997,4.0
9,381,4.0
9,980,3.5
9,779,4.5
9,1199,2.5
9,1058,4.5
9,988,4.5
9,597,3.5
9,1493,4.5
9,801,2.5
9,1261,3.0
9,461,4.0
9,960,5.0
9,905,2.5
9,227,4.5
9,955,3.0
9,322,3.0
9,6,3.5
9,324,4.0
9,794,2.5
9,411,3.5
9,45,5.0
9,1243,3.5
9,183,4.5
9,1266,3.5
9,98,3.5
9,383,4.0
9,667,2.5
9,765,3.0
9,280,5.0
9,65,2.5
9,141,3.5
9,941,4.5
9,132,2.5
9,832,4.5
9,885,3.5
9,583,1.5
9,617,3.5
9,713,4.5
9,208,4.0
9,1270,4.0
9,1336,4.5
9,640,4.5
9,1100,3.5
9,119,3.0
9,592,3.5
9,1414,4.0
9,1280,4.0
9,750,2.5
9,1417,5.0
9,488,3.5
9,1248,2.0
9,1412,3.0
9,1007,1.5
9,778,3.5
9,211,4.5
9,1092,3.5
9,235,4.5
9,1087,3.0
9,1198,3.0
9,175,4.0
9,185,3.0
9,361,4.0
9,518,4.5
9,1060,3.0
9,1151,3.5
9,300,3.5
9,1485,4.0
9,842,4.0
9,282,4.5
9,562,3.5
9,108,3.5
9,504,4.0
9,1262,3.5
9,645,3.5
9,1010,4.5
9,655,3.0
9,290,1.0
9,898,3.0
9,1234,3.0
9,80,2.5
9,1297,2.5
9,938,3.0
9,1403,3.0
9,543,3.0
9,87,2.5
9,0,4.5
9,637,3.5
9,344,5.0
9,711,4.0
9,1349,2.5
9,982,2.0
9,864,2.0
9,987,2.0
9,671,3.5
9,386,4.0
9,1449,2.5
9,770,4.0
9,843,3.0
9,1404,3.5
9,11,2.5
9,672,3.5
9,103,5.0
9,1165,4.0
9,1489,3.0
9,1177,4.5
9,493,3.5
9,57,4.0
9,470,3.0
9,1071,2.5
9,599,2.5
9,725,3.0
9,210,2.5
9,416,3.5
9,1360,4.0
9,1175,4.0
9,1028,3.0
9,332,3.5
9,647,5.0
9,743,3.5
9,723,3.0
9,727,3.0
9,907,2.0
9,340,3.0
9,973,3.5
9,420,3.5
9,1134,4.0
9,74,3.0
9,819,4.0
9,1204,4.5
9,1359,2.5
9,684,3.0
9,334,3.0
9,931,3.5
9,375,3.5
9,4,3.5
9,860,4.0
9,160,3.0
9,934,4.0
9,733,3.5
9,1287,3.0
9,1357,3.0
9,1379,3.5
9,1380,3.5
9,523,3.5
9,288,3.0
9,787,3.5
9,789,4.0
9,1399,3.5
9,991,3.5
9,1056,4.0
9,47,4.0
9,857,3.0
9,718,3.5
9,1210,4.0
9,1257,3.0
9,1083,4.0
9,861,2.5
9,1344,3.0
9,192,3.0
9,871,4.5
9,1373,3.0
9,99,2.0
9,1256,3.0
9,1263,3.0
9,590,3.5
9,226,4.0
9,468,3.5
9,1085,3.0
9,571,4.0
9,85,3.5
9,1193,3.5
9,279,3.0
9,889,3.5
9,104,4.0
9,32,4.0
9,1437,2.0
9,643,4.0
9,224,3.0
9,1157,1.5
9,563,3.5
9,1049,3.5
9,49,4.5
9,612,4.5
9,330,3.0
9,913,3.5
9,1312,4.0
9,181,2.5
9,1166,4.0
9,882,3.5
9,1436,4.0
9,503,4.0
9,670,4.5
9,1467,2.5
9,1107,3.0
9,1343,3.0
9,701,4.0
9,70,3.0
9,213,3.0
9,128,2.5
9,146,3.0
9,311,3.5
9,866,4.0
9,899,4.0
9,1108,3.0
9,822,2.5
9,187,3.0
9,1144,3.5
9,629,4.0
9,1355,3.5
9,802,3.5
9,845,2.5
9,998,4.0
9,615,4.0
9,601,4.0
9,91,3.0
9,1152,2.0
9,263,3.0
9,1184,4.0
9,449,3.5
9,784,4.5
9,788,3.5
9,1084,4.0
9,349,4.5
9,886,4.0
9,1180,3.5
9,139,3.5
9,976,3.0
9,298,3.0
9,953,4.0
9,1342,2.0
9,908,3.5
9,522,4.0
9,1236,3.5
9,664,2.5
9,949,4.5
9,895,3.0
9,396,3.0
9,333,4.0
9,1471,3.0
9,798,3.5
9,1333,3.5
9,172,3.0
9,726,3.5
9,41,3.5
9,521,4.5
9,1037,4.5
9,929,3.0
9,356,3.0
9,222,3.0
9,408,3.5
9,3,4.0
9,399,4.0
9,304,3.0
9,1002,3.5
9,176,4.0
9,472,4.0
9,658,3.0
9,1465,4.5
9,66,3.0
9,1139,4.5
9,572,4.0
9,799,3.5
9,1117,4.0
9,1203,4.5
9,966,4.0
9,346,3.5
9,400,2.5
9,1320,4.0
9,1089,3.0
9,519,4.5
9,666,5.0
9,1390,2.0
9,944,4.0
9,1364,3.0
9,796,2.5
9,818,3.0
9,243,3.5
9,142,3.5
9,385,4.0
9,883,4.0
9,1308,3.5
9,610,4.0
9,152,4.0
9,186,4.5
9,1451,4.0
9,510,4.0
9,624,4.0
9,533,4.0
9,505,4.0
9,269,3.0
9,71,3.5
9,1446,3.0
9,704,2.5
9,476,3.0
9,415,4.0
9,1316,4.0
9,1457,4.0
9,1334,4.0
9,1208,4.5
9,716,3.5
9,1318,2.5
9,237,3.0
9,682,3.5
9,820,2.5
9,1240,3.5
9,320,3.5
9,534,3.5
9,350,4.0
9,200,3.5
9,1310,4.0
9,452,3.5
9,253,3.0
9,663,3.0
9,1354,3.5
9,1301,3.5
9,1321,2.5
9,1325,5.0
9,1228,3.5
9,660,4.0
9,426,3.0
9,1331,4.0
9,1235,3.0
9,876,3.5
9,1251,3.0
9,1319,3.5
9,1324,3.5
9,1329,3.5
9,1178,2.5
9,1317,3.5
9,1097,4.0
9,1309,3.0
9,1226,4.0
9,193,4.0
9,537,3.5
9,151,3.5
9,1,3.5
9,1496,4.5
9,1326,4.0
9,1114,2.0
9,221,4.0
9,950,3.5
9,691,3.0
9,1259,4.0
9,1428,3.5
9,568,3.0
9,357,2.5
9,1323,3.5
9,748,4.0
9,881,4.0
9,1300,3.5
9,536,3.5
9,94,5.0
9,755,4.0
9,836,3.0
9,790,3.5
9,887,4.0
9,1094,3.5
9,1224,3.5
9,989,3.5
9,576,4.0
9,487,3.5
9,494,3.5
9,111,4.0
9,379,4.0
9,681,4.0
9,1460,3.5
9,162,4.5
10,1115,5.0
10,1023,5.0
10,1442,5.0
10,545,5.0
10,1118,4.5
10,1272,4.5
10,868,5.0
10,564,5.0
10,1230,5.0
10,60,5.0
10,169,5.0
10,195,5.0
10,707,5.0
10,902,4.0
10,295,4.5
10,773,5.0
10,64,5.0
10,1035,5.0
10,974,4.0
10,1150,4.5
10,1057,5.0
10,1361,5.0
10,358,5.0
10,709,4.0
10,1147,5.0
10,1080,5.0
10,897,5.0
10,1156,5.0
10,560,5.0
10,954,4.0
10,1409,5.0
10,724,5.0
10,804,1.0
10,134,5.0
10,56,4.5
10,1423,5.0
10,299,5.0
10,741,5.0
10,325,4.5
10,1096,5.0
10,1005,3.0
10,236,5.0
10,1273,5.0
10,914,5.0
10,1111,3.5
10,1397,4.5
10,638,5.0
10,662,5.0
10,347,4.0
10,906,5.0
10,1086,5.0
10,512,4.5
10,170,5.0
10,1185,5.0
10,1271,5.0
10,1454,4.5
10,184,5.0
10,33,5.0
10,553,4.5
10,76,5.0
10,596,5.0
10,826,5.0
10,806,1.0
10,1387,5.0
10,231,5.0
10,273,5.0
10,720,5.0
10,608,5.0
10,783,5.0
10,197,5.0
10,1447,5.0
10,586,5.0
10,275,5.0
10,362,5.0
10,685,4.5
10,463,5.0
10,848,5.0
10,380,5.0
10,669,5.0
10,728,1.0
10,1161,3.5
10,391,4.5
10,814,5.0
10,517,5.0
10,1207,5.0
10,805,1.0
10,214,5.0
10,59,5.0
10,1305,5.0
10,498,5.0
10,1140,5.0
10,409,5.0
10,1283,5.0
10,695,5.0
10,1455,5.0
10,5,5.0
10,856,5.0
10,268,4.0
10,1264,5.0
10,1452,5.0
10,947,5.0
10,421,5.0
10,255,5.0
10,837,5.0
10,1034,5.0
10,1458,4.5
10,457,4.5
10,1155,5.0
10,55,4.5
10,1322,4.0
10,1119,3.5
10,1024,5.0
10,738,3.0
10,446,5.0
10,956,4.5
10,689,5.0
10,284,5.0
10,874,5.0
10,600,5.0
10,240,5.0
10,107,5.0
10,641,5.0
10,577,5.0
10,581,0.5
10,403,5.0
10,291,5.0
10,254,5.0
10,147,4.0
10,915,5.0
10,1441,4.0
10,917,5.0
10,1192,4.5
10,30,5.0
10,719,5.0
10,216,5.0
10,642,5.0
10,1233,5.0
10,198,5.0
10,394,5.0
10,1440,4.0
10,1120,5.0
10,717,5.0
10,1422,5.0
10,473,5.0
10,422,4.0
10,1405,4.0
10,1164,5.0
10,53,5.0
10,189,4.5
10,760,5.0
10,261,5.0
10,335,5.0
10,793,4.5
10,703,5.0
10,1249,5.0
10,696,5.0
10,178,5.0
10,587,5.0
10,514,4.0
10,1419,4.5
10,345,5.0
10,745,5.0
10,1179,5.0
10,623,5.0
10,870,5.0
10,348,5.0
10,397,5.0
10,713,5.0
10,19,5.0
10,327,5.0
10,13,5.0
10,456,5.0
10,112,5.0
10,235,5.0
10,1198,5.0
10,873,5.0
10,300,5.0
10,1078,5.0
10,191,5.0
10,562,4.5
10,504,5.0
10,205,5.0
10,969,3.5
10,1388,5.0
10,454,5.0
10,770,5.0
10,165,5.0
10,1406,5.0
10,1163,4.5
10,332,5.0
10,647,4.0
10,1204,4.0
10,1359,5.0
10,781,5.0
10,657,5.0
10,4,5.0
10,1287,5.0
10,787,5.0
10,192,5.0
10,889,5.0
10,839,5.0
10,309,0.5
10,503,5.0
10,670,4.5
10,15,5.0
10,338,5.0
10,187,5.0
10,1290,4.5
10,998,3.0
10,1190,4.5
10,91,4.5
10,1473,5.0
10,1184,1.5
10,1492,5.0
10,1180,5.0
10,895,5.0
10,333,5.0
10,566,5.0
10,172,5.0
10,3,5.0
10,304,5.0
10,472,5.0
10,1465,5.0
10,1117,5.0
10,666,5.0
10,828,5.0
10,16,5.0
10,510,5.0
10,71,4.0
10,940,1.5
10,415,1.5
10,1316,5.0
10,1318,4.0
10,200,5.0
10,1325,5.0
10,1362,5.0
10,660,1.5
10,1331,5.0
10,876,5.0
10,1097,5.0
10,1252,5.0
10,1226,5.0
10,151,5.0
10,1259,1.0
10,536,3.5
10,836,4.5
10,790,5.0
10,1224,4.0
10,576,5.0
10,487,5.0
10,135,5.0
11,63,4.0
11,79,4.0
11,1099,4.0
11,1004,4.0
11,144,3.0
11,728,4.0
11,1305,3.5
11,409,4.0
11,856,4.0
11,1124,4.0
11,611,4.0
11,291,4.0
11,920,4.5
11,550,4.0
11,110,4.0
11,458,5.0
11,178,4.0
11,981,4.0
11,246,4.0
11,999,4.0
11,713,4.0
11,265,4.0
11,1069,4.0
11,1417,4.0
11,778,5.0
11,1277,4.5
11,1087,4.5
11,300,3.5
11,1025,4.0
11,898,4.0
11,87,5.0
11,205,4.0
11,344,3.0
11,1027,4.0
