Movie ID,Movie Title,Unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
52,Agent Cody Banks (2003),0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53,Akeelah and the Bee (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,Alexander (2004),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
55,Alfie (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
56,Ali (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,Alice in Wonderland (2010),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,Alien: Covenant (2017),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
59,Along Came Polly (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60,Along Came a Spider (2001),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
61,Alvin and the Chipmunks (2007),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"Amazing Spider-Man, The (2012)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64,America's Sweethearts (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65,American Gangster (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
66,American Hustle (2013),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
67,American Pie 2 (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,American Pie Presents: Band Camp (American Pie 4: Band Camp) (2005),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,American Reunion (American Pie 4) (2012),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,American Sniper (2014),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
72,American Splendor (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
73,American Wedding (American Pie 3) (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"American, The (2010)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
75,"Amityville Horror, The (2005)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,Analyze That (2002),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
77,Anchorman 2: The Legend Continues (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Anchorman: The Legend of Ron Burgundy (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,And Your Mother Too (Y tu mamá también) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
80,Angels & Demons (2009),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
81,Anger Management (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"Animal, The (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Animatrix, The (2003)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
84,"Anniversary Party, The (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,Another Earth (2011),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
86,Ant-Man (2015),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
87,Antichrist (2009),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
88,Antitrust (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
89,Antwone Fisher (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,Apocalypto (2006),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
91,Argo (2012),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
92,"Aristocrats, The (2005)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
93,Around the World in 80 Days (2004),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Arrival (2016),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
96,Assault on Precinct 13 (2005),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
97,Atlantis: The Lost Empire (2001),0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,Atonement (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
99,Attack the Block (2011),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
100,August Rush (2007),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
101,Austin Powers in Goldmember (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Australia (2008),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
103,Avatar (2009),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
104,"Avengers, The (2012)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,Avengers: Age of Ultron (2015),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
106,Avengers: Infinity War - Part I (2018),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,"Aviator, The (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,Away We Go (2009),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
109,"Babadook, The (2014)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
110,Babel (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
111,Baby Driver (2017),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
112,Baby Mama (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Babylon A.D. (2008),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
114,Bad Boys II (2003),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
115,Bad Education (La mala educación) (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
116,Bad Santa (2003),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
117,Bad Teacher (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Bandits (2001),0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
119,"Bank Job, The (2008)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
120,"Barbarian Invasions, The (Les invasions barbares) (2003)",0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
121,Barbershop (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Basic (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
123,Batman Begins (2005),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
124,Batman v Superman: Dawn of Justice (2016),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
125,"Batman: The Dark Knight Returns, Part 1 (2012)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,"Batman: The Dark Knight Returns, Part 2 (2013)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Battle: Los Angeles (2011),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
128,Battleship (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
129,Battlestar Galactica (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
130,Battlestar Galactica: Razor (2007),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
131,Be Cool (2005),0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
132,Be Kind Rewind (2008),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Beasts of the Southern Wild (2012),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
134,"Beautiful Mind, A (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
135,Beauty and the Beast (2017),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
136,Bedtime Stories (2008),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Bee Movie (2007),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Beerfest (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Before Midnight (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
140,Before Sunset (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141,Before the Devil Knows You're Dead (2007),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
142,Begin Again (2013),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
143,Behind Enemy Lines (2001),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
144,Bend It Like Beckham (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
145,Beowulf (2007),0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146,"Best Exotic Marigold Hotel, The (2011)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
147,Bewitched (2005),0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
148,Big Fat Liar (2002),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Big Fish (2003),0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
150,Big Hero 6 (2014),0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,"Big Short, The (2015)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
152,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
153,Black Book (Zwartboek) (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
154,"Black Dahlia, The (2006)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
155,Black Hawk Down (2001),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
156,Black Knight (2001),0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
157,Black Mirror: White Christmas (2014),0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0
158,Black Panther (2017),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
159,Black Snake Moan (2006),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,Black Swan (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
161,Blade II (2002),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
162,Blade Runner 2049 (2017),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,Blade: Trinity (2004),0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
164,Blades of Glory (2007),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
165,"Blind Side, The  (2009)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
167,Blood Diamond (2006),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
168,Blood Work (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
169,Blow (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
170,Blue Crush (2002),0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
171,Blue Is the Warmest Color (La vie d'Adèle) (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
172,Blue Jasmine (2013),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
173,Blue Valentine (2010),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
174,Body of Lies (2008),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
175,Bolt (2008),0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,"Book Thief, The (2013)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
177,"Book of Eli, The (2010)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
178,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Bounty Hunter, The (2010)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
180,"Bourne Identity, The (2002)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
181,"Bourne Legacy, The (2012)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
182,"Bourne Supremacy, The (2004)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
183,"Bourne Ultimatum, The (2007)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
184,Bowling for Columbine (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
186,Boyhood (2014),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
187,Brave (2012),0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Breach (2007),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
189,"Break-Up, The (2006)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
190,Brick (2005),0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
191,Bride Wars (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
192,Bridesmaids (2011),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Bridge of Spies (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
194,Bridge to Terabithia (2007),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
195,Bridget Jones's Diary (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
196,Bridget Jones: The Edge of Reason (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
197,Bringing Down the House (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Brokeback Mountain (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
199,Broken Flowers (2005),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
200,Brooklyn (2015),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
201,Brother Bear (2003),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
203,"Brothers Grimm, The (2005)",0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
204,Bruce Almighty (2003),0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
205,Brüno (Bruno) (2009),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Bubba Ho-tep (2002),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
207,Bubble Boy (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,"Bucket List, The (2007)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
209,Bulletproof Monk (2003),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
210,Buried (2010),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
211,Burn After Reading (2008),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
212,Cabin Fever (2002),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
213,"Cabin in the Woods, The (2012)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
214,Calendar Girls (2003),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,"Campaign, The (2012)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Capote (2005),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
217,Captain America: Civil War (2016),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
218,Captain America: The First Avenger (2011),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
219,Captain America: The Winter Soldier (2014),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,Captain Corelli's Mandolin (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
221,Captain Fantastic (2016),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
222,Captain Phillips (2013),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
223,Capturing the Friedmans (2003),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
224,Carnage (2011),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
225,Cars (2006),0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Cars 2 (2011),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Cashback (2006),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
228,Casino Royale (2006),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
229,"Cat Returns, The (Neko no ongaeshi) (2002)",0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
230,"Cat in the Hat, The (2003)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Catch Me If You Can (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
232,Cats & Dogs (2001),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Catwoman (2004),0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
234,Cellular (2004),0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
235,Changeling (2008),0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
236,Changing Lanes (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
237,Chappie (2015),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
238,Charlie Bartlett (2007),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
239,Charlie Wilson's War (2007),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
240,Charlie and the Chocolate Factory (2005),0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
241,Charlie's Angels: Full Throttle (2003),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
242,Cheaper by the Dozen (2003),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Chef (2014),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Chicago (2002),0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
245,Chicken Little (2005),0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
246,Children of Men (2006),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
247,"Chorus, The (Choristes, Les) (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
248,Chronicle (2012),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
249,"Chronicles of Narnia: Prince Caspian, The (2008)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
251,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,"Chronicles of Riddick, The (2004)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
253,Cinderella (2015),0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
254,Cinderella Man (2005),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
255,"Cinderella Story, A (2004)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
256,Citizenfour (2014),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
257,City of Ember (2008),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
258,City of God (Cidade de Deus) (2002),0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
